type,type_encoded,Air_Temperature,Process_Temperature,Rotational_Speed,Torque,Tool_Wear,temp_difference,power,wear_degree,Machine_Failure_Type
L,1,297.7,308.4,1740.0,27.1,136.0,10.699999999999989,47154.0,3685.6000000000004,none
H,0,297.8,308.4,1512.0,35.1,138.0,10.599999999999966,53071.200000000004,4843.8,none
M,2,297.8,308.4,1479.0,43.5,143.0,10.599999999999966,64336.5,6220.5,none
L,1,297.8,308.4,1737.0,27.5,146.0,10.599999999999966,47767.5,4015.0,none
L,1,297.8,308.4,2129.0,19.2,148.0,10.599999999999966,40876.799999999996,2841.6,none
L,1,297.8,308.4,1374.0,47.1,150.0,10.599999999999966,64715.4,7065.0,none
M,2,297.8,308.4,1579.0,36.6,152.0,10.599999999999966,57791.4,5563.2,none
L,1,297.9,308.5,1305.0,47.2,155.0,10.600000000000023,61596.00000000001,7316.0,none
M,2,297.9,308.5,1449.0,40.8,157.0,10.600000000000023,59119.2,6405.599999999999,none
H,0,298.0,308.6,1526.0,41.8,160.0,10.600000000000023,63786.799999999996,6688.0,none
M,2,298.0,308.6,1453.0,44.1,165.0,10.600000000000023,64077.3,7276.5,none
L,1,297.9,308.6,1468.0,36.0,168.0,10.700000000000045,52848.0,6048.0,none
L,1,298.0,308.6,1313.0,50.8,170.0,10.600000000000023,66700.4,8636.0,none
M,2,297.9,308.5,1300.0,53.0,172.0,10.600000000000023,68900.0,9116.0,none
L,1,297.9,308.4,1646.0,40.6,175.0,10.5,66827.6,7105.0,none
L,1,297.8,308.4,1714.0,33.2,177.0,10.599999999999966,56904.8,5876.400000000001,none
L,1,297.8,308.4,1685.0,28.4,179.0,10.599999999999966,47854.0,5083.599999999999,none
L,1,297.8,308.4,1512.0,39.9,181.0,10.599999999999966,60328.799999999996,7221.9,none
L,1,297.8,308.4,1612.0,32.1,183.0,10.599999999999966,51745.200000000004,5874.3,none
H,0,297.8,308.4,1550.0,38.2,185.0,10.599999999999966,59210.00000000001,7067.000000000001,none
L,1,297.8,308.4,1518.0,32.5,190.0,10.599999999999966,49335.0,6175.0,none
L,1,297.8,308.5,1448.0,40.0,192.0,10.699999999999989,57920.0,7680.0,none
L,1,297.8,308.5,1561.0,46.3,194.0,10.699999999999989,72274.29999999999,8982.199999999999,none
M,2,297.8,308.5,1488.0,41.9,196.0,10.699999999999989,62347.2,8212.4,none
L,1,297.8,308.5,1699.0,27.8,199.0,10.699999999999989,47232.200000000004,5532.2,none
L,1,297.7,308.5,1501.0,41.4,201.0,10.800000000000011,62141.4,8321.4,none
L,1,297.7,308.5,1373.0,56.7,203.0,10.800000000000011,77849.1,11510.1,OSF
H,0,297.6,308.4,1703.0,31.4,205.0,10.799999999999955,53474.2,6437.0,none
H,0,297.7,308.5,1720.0,29.9,210.0,10.800000000000011,51428.0,6279.0,none
M,2,297.6,308.4,1398.0,41.9,215.0,10.799999999999955,58576.2,9008.5,none
M,2,297.6,308.4,1391.0,51.9,218.0,10.799999999999955,72192.9,11314.199999999999,none
M,2,297.6,308.3,1538.0,40.2,0.0,10.699999999999989,61827.600000000006,0.0,none
L,1,297.5,308.2,1647.0,31.3,3.0,10.699999999999989,51551.1,93.9,none
M,2,297.5,308.1,1469.0,44.8,5.0,10.600000000000023,65811.2,224.0,none
L,1,297.4,308.1,1749.0,25.9,8.0,10.700000000000045,45299.1,207.2,none
M,2,297.6,308.2,1995.0,20.5,10.0,10.599999999999966,40897.5,205.0,none
L,1,297.6,308.3,1742.0,27.7,13.0,10.699999999999989,48253.4,360.09999999999997,none
L,1,297.5,308.2,1563.0,38.2,15.0,10.699999999999989,59706.600000000006,573.0,none
M,2,297.5,308.2,1713.0,32.2,17.0,10.699999999999989,55158.600000000006,547.4000000000001,none
L,1,297.4,308.1,1474.0,39.4,20.0,10.700000000000045,58075.6,788.0,none
M,2,297.4,308.2,1530.0,32.6,22.0,10.800000000000011,49878.0,717.2,none
L,1,297.4,308.2,1471.0,46.5,25.0,10.800000000000011,68401.5,1162.5,none
L,1,297.5,308.3,1388.0,48.6,27.0,10.800000000000011,67456.8,1312.2,none
M,2,297.5,308.2,2448.0,13.8,29.0,10.699999999999989,33782.4,400.20000000000005,none
L,1,297.5,308.3,1585.0,32.9,32.0,10.800000000000011,52146.5,1052.8,none
M,2,297.5,308.3,1459.0,45.2,34.0,10.800000000000011,65946.8,1536.8000000000002,none
L,1,297.5,308.3,1544.0,40.8,37.0,10.800000000000011,62995.2,1509.6,none
L,1,297.6,308.3,1617.0,31.7,39.0,10.699999999999989,51258.9,1236.3,none
L,1,297.6,308.3,1595.0,34.3,41.0,10.699999999999989,54708.49999999999,1406.3,none
H,0,297.6,308.3,1400.0,44.3,43.0,10.699999999999989,62019.99999999999,1904.8999999999999,none
M,2,297.6,308.4,1611.0,31.0,48.0,10.799999999999955,49941.0,1488.0,none
M,2,297.6,308.4,1507.0,46.0,51.0,10.799999999999955,69322.0,2346.0,none
H,0,297.5,308.3,1674.0,30.0,54.0,10.800000000000011,50220.0,1620.0,none
L,1,297.6,308.3,1658.0,34.3,59.0,10.699999999999989,56869.399999999994,2023.6999999999998,none
L,1,297.6,308.3,1623.0,36.9,61.0,10.699999999999989,59888.7,2250.9,none
M,2,297.6,308.4,1398.0,48.9,63.0,10.799999999999955,68362.2,3080.7,none
L,1,297.6,308.4,1517.0,34.2,66.0,10.799999999999955,51881.4,2257.2000000000003,none
M,2,297.6,308.3,1467.0,36.7,68.0,10.699999999999989,53838.9,2495.6000000000004,none
M,2,297.6,308.3,1567.0,34.6,71.0,10.699999999999989,54218.200000000004,2456.6,none
M,2,297.5,308.3,1521.0,38.2,74.0,10.800000000000011,58102.200000000004,2826.8,none
L,1,297.5,308.3,1596.0,36.8,77.0,10.800000000000011,58732.799999999996,2833.6,none
H,0,297.6,308.3,1640.0,30.9,79.0,10.699999999999989,50676.0,2441.1,none
L,1,297.6,308.3,1438.0,47.8,84.0,10.699999999999989,68736.4,4015.2,none
L,1,297.6,308.4,1407.0,55.2,86.0,10.799999999999955,77666.40000000001,4747.2,none
L,1,297.6,308.4,1353.0,57.5,88.0,10.799999999999955,77797.5,5060.0,none
M,2,297.6,308.5,1552.0,40.9,90.0,10.899999999999977,63476.799999999996,3681.0,none
M,2,297.6,308.4,1569.0,38.3,93.0,10.799999999999955,60092.7,3561.8999999999996,none
L,1,297.5,308.4,1489.0,39.5,96.0,10.899999999999977,58815.5,3792.0,none
H,0,297.5,308.4,1587.0,36.1,98.0,10.899999999999977,57290.700000000004,3537.8,none
M,2,297.5,308.3,1622.0,37.2,103.0,10.800000000000011,60338.4,3831.6000000000004,none
L,1,297.5,308.4,1604.0,38.1,106.0,10.899999999999977,61112.4,4038.6000000000004,none
M,2,297.4,308.3,1405.0,51.7,108.0,10.900000000000034,72638.5,5583.6,none
L,1,297.4,308.3,1412.0,42.0,111.0,10.900000000000034,59304.0,4662.0,none
L,1,297.4,308.3,1431.0,43.0,113.0,10.900000000000034,61533.0,4859.0,none
L,1,297.4,308.2,1533.0,37.4,115.0,10.800000000000011,57334.2,4301.0,none
M,2,297.4,308.2,1401.0,51.9,117.0,10.800000000000011,72711.9,6072.3,none
M,2,297.4,308.2,1424.0,53.9,120.0,10.800000000000011,76753.59999999999,6468.0,none
L,1,297.3,308.2,1754.0,29.4,123.0,10.899999999999977,51567.6,3616.2,none
L,1,297.3,308.2,1754.0,26.8,125.0,10.899999999999977,47007.200000000004,3350.0,none
L,1,297.5,308.3,2564.0,12.8,127.0,10.800000000000011,32819.200000000004,1625.6000000000001,PWF
L,1,297.5,308.5,1546.0,40.4,129.0,11.0,62458.399999999994,5211.599999999999,none
L,1,297.5,308.5,1335.0,48.0,131.0,11.0,64080.0,6288.0,none
M,2,297.5,308.6,1842.0,27.0,133.0,11.100000000000023,49734.0,3591.0,none
L,1,297.5,308.5,1712.0,26.8,136.0,11.0,45881.6,3644.8,none
M,2,297.6,308.6,1414.0,45.4,138.0,11.0,64195.6,6265.2,none
L,1,297.6,308.7,1319.0,50.9,141.0,11.099999999999966,67137.09999999999,7176.9,none
L,1,297.7,308.7,1249.0,60.4,143.0,11.0,75439.59999999999,8637.199999999999,none
L,1,297.6,308.7,1455.0,48.2,145.0,11.099999999999966,70131.0,6989.0,none
M,2,297.6,308.7,1408.0,54.8,147.0,11.099999999999966,77158.4,8055.599999999999,none
L,1,297.6,308.7,1460.0,46.7,150.0,11.099999999999966,68182.0,7005.0,none
L,1,297.6,308.6,1491.0,38.1,152.0,11.0,56807.1,5791.2,none
M,2,297.6,308.5,1490.0,43.4,154.0,10.899999999999977,64666.0,6683.599999999999,none
M,2,297.5,308.4,1350.0,52.2,157.0,10.899999999999977,70470.0,8195.4,none
L,1,297.5,308.4,1528.0,39.9,160.0,10.899999999999977,60967.2,6384.0,none
L,1,297.4,308.3,1571.0,37.7,162.0,10.900000000000034,59226.700000000004,6107.400000000001,none
L,1,297.4,308.3,1490.0,42.6,164.0,10.900000000000034,63474.0,6986.400000000001,none
M,2,297.4,308.3,1774.0,28.9,166.0,10.900000000000034,51268.6,4797.4,none
H,0,297.4,308.3,1502.0,43.6,169.0,10.900000000000034,65487.200000000004,7368.400000000001,none
L,1,297.4,308.4,1392.0,49.7,174.0,11.0,69182.40000000001,8647.800000000001,none
L,1,297.4,308.5,2100.0,16.9,176.0,11.100000000000023,35490.0,2974.3999999999996,none
L,1,297.5,308.5,1722.0,30.4,178.0,11.0,52348.799999999996,5411.2,none
L,1,297.4,308.6,1678.0,32.3,180.0,11.200000000000045,54199.399999999994,5813.999999999999,none
L,1,297.3,308.6,1273.0,59.8,182.0,11.300000000000011,76125.4,10883.6,none
L,1,297.3,308.6,1297.0,45.9,184.0,11.300000000000011,59532.299999999996,8445.6,none
L,1,297.3,308.5,1350.0,57.6,186.0,11.199999999999989,77760.0,10713.6,none
L,1,297.4,308.6,1439.0,51.9,188.0,11.200000000000045,74684.09999999999,9757.199999999999,none
M,2,297.4,308.5,1600.0,42.1,190.0,11.100000000000023,67360.0,7999.0,none
M,2,297.4,308.6,1434.0,44.4,193.0,11.200000000000045,63669.6,8569.199999999999,none
L,1,297.4,308.6,1459.0,41.3,196.0,11.200000000000045,60256.7,8094.799999999999,none
M,2,297.5,308.6,1472.0,44.9,198.0,11.100000000000023,66092.8,8890.199999999999,none
L,1,297.5,308.7,1429.0,44.3,201.0,11.199999999999989,63304.7,8904.3,none
L,1,297.5,308.6,1388.0,48.2,203.0,11.100000000000023,66901.6,9784.6,none
L,1,297.4,308.4,1573.0,34.5,205.0,11.0,54268.5,7072.5,none
L,1,297.4,308.4,1588.0,32.5,207.0,11.0,51610.0,6727.5,none
L,1,297.5,308.4,1511.0,42.8,209.0,10.899999999999977,64670.799999999996,8945.199999999999,none
L,1,297.4,308.5,1495.0,37.8,211.0,11.100000000000023,56510.99999999999,7975.799999999999,none
L,1,297.4,308.4,1394.0,50.1,213.0,11.0,69839.40000000001,10671.300000000001,none
L,1,297.4,308.4,2151.0,17.7,0.0,11.0,38072.7,0.0,none
M,2,297.3,308.3,1501.0,38.2,2.0,11.0,57338.200000000004,76.4,none
M,2,297.3,308.3,1301.0,39.6,5.0,11.0,51519.6,198.0,none
M,2,297.3,308.3,1657.0,31.1,8.0,11.0,51532.700000000004,248.8,none
L,1,297.3,308.3,1333.0,55.2,11.0,11.0,73581.6,607.2,none
L,1,297.3,308.3,1484.0,43.9,13.0,11.0,65147.6,570.6999999999999,none
L,1,297.3,308.4,1430.0,45.7,15.0,11.099999999999966,65351.00000000001,685.5,none
M,2,297.3,308.4,1665.0,28.9,17.0,11.099999999999966,48118.5,491.29999999999995,none
L,1,297.4,308.5,1501.0,44.9,20.0,11.100000000000023,67394.9,898.0,none
M,2,297.5,308.5,1496.0,42.2,22.0,11.0,63131.200000000004,928.4000000000001,none
M,2,297.6,308.6,1595.0,36.9,25.0,11.0,58855.5,922.5,none
L,1,297.5,308.6,1208.0,62.3,28.0,11.100000000000023,75258.4,1744.3999999999999,none
L,1,297.5,308.6,1596.0,37.1,30.0,11.100000000000023,59211.600000000006,1113.0,none
L,1,297.5,308.5,1446.0,41.9,32.0,11.0,60587.4,1340.8,none
M,2,297.6,308.5,1466.0,39.7,34.0,10.899999999999977,58200.200000000004,1349.8000000000002,none
M,2,297.6,308.5,1848.0,23.7,37.0,10.899999999999977,43797.6,876.9,none
M,2,297.5,308.5,1484.0,44.7,40.0,11.0,66334.8,1788.0,none
L,1,297.4,308.3,1493.0,41.2,43.0,10.900000000000034,61511.600000000006,1771.6000000000001,none
L,1,297.3,308.3,1504.0,36.3,45.0,11.0,54595.2,1633.4999999999998,none
L,1,297.3,308.3,1538.0,38.5,47.0,11.0,59213.0,1809.5,none
L,1,297.4,308.4,1341.0,52.2,49.0,11.0,70000.2,2557.8,none
M,2,297.4,308.3,1535.0,34.6,51.0,10.900000000000034,53111.0,1764.6000000000001,none
L,1,297.4,308.5,1389.0,39.2,54.0,11.100000000000023,54448.8,2116.8,none
H,0,297.5,308.5,1393.0,46.6,56.0,11.0,64913.8,2609.6,none
L,1,297.4,308.5,1399.0,61.5,61.0,11.100000000000023,86038.5,3751.5,PWF
H,0,297.4,308.5,1469.0,45.1,63.0,11.100000000000023,66251.90000000001,2841.3,none
L,1,297.4,308.4,1582.0,37.2,68.0,11.0,58850.4,2529.6000000000004,none
L,1,297.5,308.6,1793.0,26.7,70.0,11.100000000000023,47873.1,1869.0,none
L,1,297.5,308.6,1452.0,39.0,72.0,11.100000000000023,56628.0,2808.0,none
M,2,297.6,308.7,1376.0,59.9,74.0,11.099999999999966,82422.4,4432.599999999999,none
L,1,297.5,308.6,1552.0,44.9,77.0,11.100000000000023,69684.8,3457.2999999999997,none
L,1,297.6,308.7,1622.0,37.9,79.0,11.099999999999966,61473.799999999996,2994.1,none
M,2,297.6,308.7,1419.0,41.7,81.0,11.099999999999966,59172.3,3377.7000000000003,none
H,0,297.5,308.6,1440.0,46.1,84.0,11.100000000000023,66384.0,3872.4,none
M,2,297.4,308.6,1643.0,31.0,89.0,11.200000000000045,50933.0,2759.0,none
L,1,297.4,308.7,1510.0,36.2,92.0,11.300000000000011,54662.00000000001,3330.4,none
L,1,297.4,308.7,1468.0,46.6,94.0,11.300000000000011,68408.8,4380.400000000001,none
L,1,297.4,308.7,1429.0,57.4,96.0,11.300000000000011,82024.59999999999,5510.4,none
H,0,297.3,308.7,1478.0,47.6,98.0,11.399999999999977,70352.8,4664.8,none
L,1,297.4,308.6,1276.0,53.6,103.0,11.200000000000045,68393.6,5520.8,none
L,1,297.3,308.6,1486.0,42.6,105.0,11.300000000000011,63303.6,4473.0,none
L,1,297.4,308.6,1476.0,42.3,107.0,11.200000000000045,62434.799999999996,4526.099999999999,none
H,0,297.3,308.6,1431.0,42.0,109.0,11.300000000000011,60102.0,4578.0,none
L,1,297.4,308.7,1402.0,40.2,114.0,11.300000000000011,56360.4,4582.8,none
L,1,297.4,308.7,1433.0,43.4,116.0,11.300000000000011,62192.2,5034.4,none
L,1,297.4,308.7,2874.0,4.2,118.0,11.300000000000011,12070.800000000001,495.6,PWF
L,1,297.3,308.6,1511.0,35.7,120.0,11.300000000000011,53942.700000000004,4284.0,none
M,2,297.3,308.6,1456.0,42.9,122.0,11.300000000000011,62462.4,5233.8,none
L,1,297.2,308.5,1550.0,41.5,125.0,11.300000000000011,64325.0,5187.5,none
L,1,297.2,308.5,2182.0,16.5,127.0,11.300000000000011,36003.0,2095.5,none
L,1,297.3,308.7,1619.0,31.6,129.0,11.399999999999977,51160.4,4076.4,none
M,2,297.3,308.8,1586.0,32.7,131.0,11.5,51862.200000000004,4283.700000000001,none
H,0,297.3,308.8,1499.0,44.2,134.0,11.5,66255.8,5922.8,none
H,0,297.3,308.8,1419.0,42.4,139.0,11.5,60165.6,5893.599999999999,none
M,2,297.4,309.0,1497.0,41.8,144.0,11.600000000000023,62574.6,6019.2,none
M,2,297.4,309.0,1520.0,37.0,147.0,11.600000000000023,56240.0,5439.0,none
L,1,297.4,309.1,1478.0,49.8,150.0,11.700000000000045,73604.4,7470.0,none
L,1,297.4,309.1,1380.0,41.1,152.0,11.700000000000045,56718.0,6247.2,none
L,1,297.4,309.0,1570.0,37.9,154.0,11.600000000000023,59503.0,5836.599999999999,none
H,0,297.4,309.0,1468.0,41.4,156.0,11.600000000000023,60775.2,6458.4,none
L,1,297.4,309.0,1833.0,22.6,161.0,11.600000000000023,41425.8,3638.6000000000004,none
M,2,297.4,308.9,1323.0,57.3,163.0,11.5,75807.9,9339.9,none
L,1,297.4,309.0,1583.0,32.0,166.0,11.600000000000023,50656.0,5312.0,none
M,2,297.3,309.0,1556.0,39.5,168.0,11.699999999999989,61462.0,6636.0,none
L,1,297.3,309.0,1548.0,37.4,171.0,11.699999999999989,57895.2,6395.4,none
L,1,297.4,309.0,1324.0,56.9,173.0,11.600000000000023,75335.59999999999,9843.699999999999,none
L,1,297.4,309.0,1568.0,33.7,175.0,11.600000000000023,52841.600000000006,5897.500000000001,none
M,2,297.4,309.0,1685.0,30.7,177.0,11.600000000000023,51729.5,5433.9,none
M,2,297.4,309.1,1582.0,35.9,180.0,11.700000000000045,56793.799999999996,6462.0,none
M,2,297.4,309.1,1463.0,35.0,183.0,11.700000000000045,51205.0,6405.0,none
L,1,297.4,309.2,1584.0,42.8,186.0,11.800000000000011,67795.2,7960.799999999999,none
M,2,297.5,309.2,1347.0,55.8,188.0,11.699999999999989,75162.59999999999,10490.4,none
L,1,297.4,309.2,1459.0,37.9,191.0,11.800000000000011,55296.1,7238.9,none
L,1,297.4,309.2,1420.0,45.6,193.0,11.800000000000011,64752.0,8800.800000000001,none
L,1,297.5,309.3,1404.0,43.5,195.0,11.800000000000011,61074.0,8482.5,none
L,1,297.5,309.3,1470.0,38.8,197.0,11.800000000000011,57035.99999999999,7643.599999999999,none
L,1,297.6,309.4,1326.0,49.8,199.0,11.799999999999955,66034.8,9910.199999999999,none
H,0,297.5,309.3,1459.0,49.7,201.0,11.800000000000011,72512.3,9989.7,none
M,2,297.5,309.2,1530.0,40.0,206.0,11.699999999999989,61200.0,8240.0,none
L,1,297.4,309.0,1505.0,39.2,209.0,11.600000000000023,58996.00000000001,8192.800000000001,none
L,1,297.5,309.1,1611.0,30.2,211.0,11.600000000000023,48652.2,6372.2,none
L,1,297.5,309.1,1515.0,35.1,213.0,11.600000000000023,53176.5,7476.3,none
M,2,297.5,309.2,1804.0,27.4,215.0,11.699999999999989,49429.6,5891.0,none
M,2,297.6,309.3,1464.0,46.2,218.0,11.699999999999989,67636.8,10071.6,none
L,1,297.6,309.2,1390.0,43.3,221.0,11.599999999999966,60186.99999999999,9569.3,none
M,2,297.6,309.2,1442.0,48.1,0.0,11.599999999999966,69360.2,0.0,none
M,2,297.6,309.3,1529.0,41.9,3.0,11.699999999999989,64065.1,125.69999999999999,none
L,1,297.6,309.3,1610.0,35.0,6.0,11.699999999999989,56350.0,210.0,none
L,1,297.6,309.3,1543.0,34.3,8.0,11.699999999999989,52924.899999999994,274.4,none
H,0,297.8,309.4,1445.0,48.2,10.0,11.599999999999966,69649.0,482.0,none
L,1,297.7,309.3,1893.0,24.6,15.0,11.600000000000023,46567.8,369.0,none
M,2,297.6,309.3,1415.0,41.3,17.0,11.699999999999989,58439.49999999999,702.0999999999999,none
L,1,297.5,309.3,1564.0,37.5,20.0,11.800000000000011,58650.0,750.0,none
L,1,297.5,309.3,1479.0,39.4,22.0,11.800000000000011,58272.6,866.8,none
L,1,297.5,309.2,1426.0,44.8,24.0,11.699999999999989,63884.799999999996,1075.1999999999998,none
L,1,297.4,309.2,1428.0,38.8,26.0,11.800000000000011,55406.399999999994,1008.8,none
L,1,297.4,309.2,1620.0,33.2,28.0,11.800000000000011,53784.00000000001,929.6000000000001,none
L,1,297.5,309.2,1715.0,28.0,30.0,11.699999999999989,48020.0,840.0,none
L,1,297.5,309.3,1732.0,29.9,32.0,11.800000000000011,51786.799999999996,956.8,none
M,2,297.5,309.4,1391.0,58.2,34.0,11.899999999999977,80956.2,1978.8000000000002,none
L,1,297.6,309.5,1924.0,20.6,37.0,11.899999999999977,39634.4,762.2,none
M,2,297.7,309.5,2027.0,19.8,39.0,11.800000000000011,40134.6,772.2,none
L,1,297.6,309.5,1617.0,36.2,42.0,11.899999999999977,58535.4,1520.4,none
L,1,297.5,309.4,1497.0,35.8,44.0,11.899999999999977,53592.6,1575.1999999999998,none
M,2,297.5,309.5,1448.0,43.7,46.0,12.0,63277.600000000006,2010.2,none
L,1,297.4,309.4,1401.0,45.9,49.0,12.0,64305.9,2249.1,none
L,1,297.4,309.4,1620.0,35.4,51.0,12.0,57348.0,1805.3999999999999,none
L,1,297.4,309.4,1466.0,45.5,53.0,12.0,66703.0,2411.5,none
L,1,297.6,309.5,1373.0,50.6,55.0,11.899999999999977,69473.8,2783.0,none
M,2,297.6,309.6,1592.0,35.8,57.0,12.0,56993.6,2040.6,none
M,2,297.5,309.5,1553.0,42.4,60.0,12.0,65847.2,2544.0,none
L,1,297.6,309.5,1569.0,36.2,63.0,11.899999999999977,56797.8,2280.6000000000004,none
M,2,297.6,309.5,1709.0,32.2,65.0,11.899999999999977,55029.8,2093.0,none
L,1,297.6,309.5,1549.0,34.9,68.0,11.899999999999977,54060.1,2373.2,none
L,1,297.5,309.4,1443.0,45.4,70.0,11.899999999999977,65512.2,3178.0,none
L,1,297.5,309.3,1675.0,29.8,72.0,11.800000000000011,49915.0,2145.6,none
L,1,297.5,309.3,1623.0,33.4,74.0,11.800000000000011,54208.2,2471.6,none
H,0,297.4,309.3,1365.0,52.4,76.0,11.900000000000034,71526.0,3982.4,none
L,1,297.4,309.3,1759.0,24.8,81.0,11.900000000000034,43623.200000000004,2008.8,none
H,0,297.4,309.3,1516.0,43.0,83.0,11.900000000000034,65188.0,3569.0,none
M,2,297.4,309.3,1499.0,36.8,88.0,11.900000000000034,55163.2,3238.3999999999996,none
M,2,297.4,309.3,1775.0,25.8,91.0,11.900000000000034,45795.0,2347.8,none
L,1,297.4,309.4,1473.0,45.5,94.0,12.0,67021.5,4277.0,none
L,1,297.4,309.4,1296.0,52.3,96.0,12.0,67780.8,5020.799999999999,none
L,1,297.5,309.4,1803.0,24.7,98.0,11.899999999999977,44534.1,2420.6,none
H,0,297.5,309.3,1563.0,36.1,100.0,11.800000000000011,56424.3,3610.0,none
M,2,297.5,309.4,1831.0,26.6,105.0,11.899999999999977,48704.600000000006,2793.0,none
L,1,297.6,309.4,1958.0,22.1,108.0,11.799999999999955,43271.8,2386.8,none
L,1,297.5,309.4,1809.0,24.3,110.0,11.899999999999977,43958.700000000004,2673.0,none
M,2,297.5,309.4,1482.0,39.3,112.0,11.899999999999977,58242.6,4401.599999999999,none
L,1,297.4,309.3,1332.0,53.2,115.0,11.900000000000034,70862.40000000001,6118.0,none
L,1,297.4,309.2,1437.0,40.4,117.0,11.800000000000011,58054.799999999996,4726.8,none
L,1,297.4,309.2,1698.0,29.4,119.0,11.800000000000011,49921.2,3498.6,none
L,1,297.4,309.2,1274.0,54.3,121.0,11.800000000000011,69178.2,6570.299999999999,none
M,2,297.4,309.3,1622.0,35.0,123.0,11.900000000000034,56770.0,4305.0,none
M,2,297.4,309.3,1564.0,36.0,126.0,11.900000000000034,56304.0,4536.0,none
H,0,297.5,309.4,1368.0,45.3,129.0,11.899999999999977,61970.399999999994,5843.7,none
M,2,297.4,309.4,1539.0,42.2,134.0,12.0,64945.8,5654.8,none
L,1,297.5,309.4,1357.0,50.1,137.0,11.899999999999977,67985.7,6863.7,none
M,2,297.5,309.4,1433.0,48.3,139.0,11.899999999999977,69213.9,6713.7,none
L,1,297.5,309.4,1650.0,34.6,142.0,11.899999999999977,57090.0,4913.2,none
L,1,297.5,309.4,1503.0,40.6,144.0,11.899999999999977,61021.8,5846.400000000001,none
L,1,297.5,309.4,1318.0,58.2,146.0,11.899999999999977,76707.6,8497.2,none
M,2,297.5,309.4,1678.0,34.4,148.0,11.899999999999977,57723.2,5091.2,none
L,1,297.6,309.5,1574.0,30.9,151.0,11.899999999999977,48636.6,4665.9,none
L,1,297.7,309.6,1529.0,35.2,153.0,11.900000000000034,53820.8,5385.6,none
H,0,297.6,309.6,1669.0,32.1,155.0,12.0,53574.9,4975.5,none
H,0,297.7,309.7,1570.0,35.8,160.0,12.0,56205.99999999999,5728.0,none
M,2,297.6,309.7,1541.0,33.7,165.0,12.099999999999966,51931.700000000004,5560.500000000001,none
M,2,297.7,309.7,1680.0,30.2,168.0,12.0,50736.0,5073.599999999999,none
L,1,297.8,309.7,1935.0,22.1,171.0,11.899999999999977,42763.5,3779.1000000000004,none
M,2,297.7,309.6,1596.0,35.2,173.0,11.900000000000034,56179.200000000004,6089.6,none
L,1,297.7,309.7,1498.0,41.0,176.0,12.0,61418.0,7216.0,none
M,2,297.8,309.8,1676.0,29.0,178.0,12.0,48604.0,5162.0,none
L,1,297.8,309.9,1351.0,49.0,181.0,12.099999999999966,66199.0,8869.0,none
L,1,297.9,309.9,1472.0,45.0,183.0,12.0,66240.0,8235.0,none
M,2,297.9,310.0,1439.0,41.7,185.0,12.100000000000023,60006.3,7714.500000000001,none
M,2,297.9,309.9,1410.0,55.4,188.0,12.0,78114.0,10415.199999999999,none
H,0,297.7,309.7,1440.0,51.1,191.0,12.0,73584.0,9760.1,none
L,1,297.7,309.7,1591.0,37.7,196.0,12.0,59980.700000000004,7389.200000000001,none
L,1,297.8,309.8,1533.0,36.8,198.0,12.0,56414.399999999994,7286.4,none
M,2,297.8,309.7,1700.0,31.3,200.0,11.899999999999977,53210.0,6260.0,none
M,2,297.8,309.8,1798.0,25.5,203.0,12.0,45849.0,5176.5,none
L,1,297.8,309.7,1394.0,42.9,206.0,11.899999999999977,59802.6,8837.4,none
L,1,297.8,309.7,1341.0,49.2,208.0,11.899999999999977,65977.2,10233.6,none
H,0,297.7,309.6,1697.0,32.2,210.0,11.900000000000034,54643.4,6762.000000000001,none
H,0,297.6,309.6,1419.0,48.2,215.0,12.0,68395.8,10363.0,none
L,1,297.6,309.5,2001.0,20.5,220.0,11.899999999999977,41020.5,4510.0,none
L,1,297.6,309.6,1501.0,49.8,222.0,12.0,74749.8,11055.599999999999,OSF
H,0,297.6,309.5,1623.0,33.1,224.0,11.899999999999977,53721.3,7414.400000000001,none
L,1,297.6,309.4,1628.0,33.4,229.0,11.799999999999955,54375.2,7648.599999999999,none
L,1,297.6,309.4,1491.0,40.2,231.0,11.799999999999955,59938.200000000004,9286.2,none
L,1,297.5,309.4,1517.0,36.7,233.0,11.899999999999977,55673.9,8551.1,none
H,0,297.5,309.3,1525.0,41.7,235.0,11.800000000000011,63592.50000000001,9799.5,none
H,0,297.5,309.5,1668.0,27.9,240.0,12.0,46537.2,6696.0,none
